Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Sensor Anomalies,Data Anomaly,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Data Type Level-1,Sensor Identifier,Ephemeris Type,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LT05_L1TP_166043_20020730_20180716_01_T1,LT51660432002211RSA01,2002/07/30,LANDSAT_5,T1,1,BUMPER, 166, 043,2018/07/16,2002:211:06:58:37.1116900,2002:211:06:59:03.7246900,RSA,DAY,0,0,200,4,3.943,2.977,2.585,N,,7,N,LPGS_13.1.0,FULL,60.55664223,95.67041123,TM_L1TP,TM,DEFINITIVE,6961,7811,6961,7811,UTM,38,WGS84,WGS84,30,30,LT05CPF_20020701_20020930_01.03,24°33'53.64"N,45°50'48.95"E,25°29'13.42"N,45°07'56.60"E,25°13'23.45"N,46°56'49.74"E,23°53'57.88"N,44°45'27.25"E,23°38'19.46"N,46°33'01.15"E,24.5649,45.84693,25.48706,45.13239,25.22318,46.94715,23.89941,44.75757,23.63874,46.55032,LT05_L1TP_166043_20020730_20180716_01_T1,LT51660432002211RSA01,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432002211RSA01
LT05_L1TP_165043_20020723_20180704_01_T1,LT51650432002204RSA01,2002/07/23,LANDSAT_5,T1,1,BUMPER, 165, 043,2018/07/04,2002:204:06:52:37.6233800,2002:204:06:53:04.2363800,RSA,DAY,7,7,99,4,4.37,3.127,3.053,N,,7,N,LPGS_13.1.0,FULL,61.01535965,92.61294735,TM_L1TP,TM,DEFINITIVE,6911,7751,6911,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_20020701_20020930_01.03,24°33'52.31"N,47°23'13.92"E,25°29'12.05"N,46°40'21.61"E,25°13'22.12"N,48°29'14.71"E,23°53'56.54"N,46°17'52.22"E,23°38'18.13"N,48°05'26.12"E,24.56453,47.3872,25.48668,46.67267,25.22281,48.48742,23.89904,46.29784,23.63837,48.09059,LT05_L1TP_165043_20020723_20180704_01_T1,LT51650432002204RSA01,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432002204RSA01
LT05_L1TP_166043_20020714_20180616_01_T1,LT51660432002195RSA00,2002/07/14,LANDSAT_5,T1,1,BUMPER, 166, 043,2018/06/16,2002:195:06:58:58.4572500,2002:195:06:59:25.0703100,RSA,DAY,0,0,201,4,4.054,2.931,2.801,N,,7,N,LPGS_13.1.0,FULL,61.5793569,89.46919147,TM_L1TP,TM,DEFINITIVE,6971,7811,6971,7811,UTM,38,WGS84,WGS84,30,30,LT05CPF_20020701_20020930_01.03,24°33'56.16"N,45°51'15.62"E,25°29'15.94"N,45°08'23.28"E,25°13'25.97"N,46°57'16.45"E,23°54'00.40"N,44°45'53.89"E,23°38'21.98"N,46°33'27.86"E,24.5656,45.85434,25.48776,45.1398,25.22388,46.95457,23.90011,44.76497,23.63944,46.55774,LT05_L1TP_166043_20020714_20180616_01_T1,LT51660432002195RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432002195RSA00
LT05_L1TP_166043_20020612_20180718_01_T1,LT51660432002163RSA00,2002/06/12,LANDSAT_5,T1,1,BUMPER, 166, 043,2018/07/18,2002:163:06:59:45.0664400,2002:163:07:00:11.6795000,RSA,DAY,0,0,179,4,4.476,3.275,3.051,N,,7,N,LPGS_13.1.0,FULL,63.39401819,87.00112833,TM_L1TP,TM,DEFINITIVE,6971,7821,6971,7821,UTM,38,WGS84,WGS84,30,30,LT05CPF_20020515_20020630_01.03,24°34'10.49"N,45°50'48.88"E,25°29'30.26"N,45°07'56.46"E,25°13'40.26"N,46°56'49.85"E,23°54'14.76"N,44°45'27.04"E,23°38'36.31"N,46°33'01.19"E,24.56958,45.84691,25.49174,45.13235,25.22785,46.94718,23.9041,44.75751,23.64342,46.55033,LT05_L1TP_166043_20020612_20180718_01_T1,LT51660432002163RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432002163RSA00
LT05_L1TP_165043_20020605_20180718_01_T1,LT51650432002156RSA00,2002/06/05,LANDSAT_5,T1,1,BUMPER, 165, 043,2018/07/18,2002:156:06:53:47.1304400,2002:156:06:54:13.7434400,RSA,DAY,0,0,146,4,10.966,10.511,3.125,N,,7,N,LPGS_13.1.0,FULL,63.636274,88.47880589,TM_L1TP,TM,DEFINITIVE,6911,7771,6911,7771,UTM,38,WGS84,WGS84,30,30,LT05CPF_20020515_20020630_01.03,24°34'05.27"N,47°22'41.38"E,25°29'25.04"N,46°39'49.00"E,25°13'35.04"N,48°28'42.28"E,23°54'09.50"N,46°17'19.57"E,23°38'31.09"N,48°04'53.65"E,24.56813,47.37816,25.49029,46.66361,25.2264,48.47841,23.90264,46.28877,23.64197,48.08157,LT05_L1TP_165043_20020605_20180718_01_T1,LT51650432002156RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432002156RSA00
LT05_L1TP_165043_20020418_20180715_01_T1,LT51650432002108RSA00,2002/04/18,LANDSAT_5,T1,1,SAM, 165, 043,2018/07/15,2002:108:06:54:43.4683800,2002:108:06:55:10.6259400,RSA,DAY,2,2,99,4,7.135,4.404,5.614,N,,9,N,LPGS_13.1.0,FULL,59.4695325,111.70194874,TM_L1TP,TM,DEFINITIVE,6991,7711,6991,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20020401_20020514_01.03,24°33'57.31"N,47°24'11.88"E,25°29'17.09"N,46°41'19.54"E,25°13'27.12"N,48°30'12.71"E,23°54'01.55"N,46°18'50.15"E,23°38'23.14"N,48°06'24.12"E,24.56592,47.4033,25.48808,46.68876,25.2242,48.50353,23.90043,46.31393,23.63976,48.1067,LT05_L1TP_165043_20020418_20180715_01_T1,LT51650432002108RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432002108RSA00
LT05_L1TP_165043_20020402_20180902_01_T2,LT51650432002092RSA00,2002/04/02,LANDSAT_5,T2,1,SAM, 165, 043,2018/09/02,2002:092:06:55:05.4016300,2002:092:06:55:32.5566300,RSA,DAY,0,0,149,4,14.001,4.143,13.374,N,,9,N,LPGS_13.1.0,FULL,55.33839797,119.76020631,TM_L1TP,TM,DEFINITIVE,7001,7691,7001,7691,UTM,38,WGS84,WGS84,30,30,LT05CPF_20020401_20020514_01.03,24°33'58.79"N,47°23'32.68"E,25°29'18.56"N,46°40'40.33"E,25°13'28.60"N,48°29'33.50"E,23°54'03.02"N,46°18'10.94"E,23°38'24.61"N,48°05'44.92"E,24.56633,47.39241,25.48849,46.67787,25.22461,48.49264,23.90084,46.30304,23.64017,48.09581,LT05_L1TP_165043_20020402_20180902_01_T2,LT51650432002092RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432002092RSA00
LT05_L1TP_166043_20020324_20180901_01_T1,LT51660432002083RSA00,2002/03/24,LANDSAT_5,T1,1,SAM, 166, 043,2018/09/01,2002:083:07:01:27.1037500,2002:083:07:01:54.2576300,RSA,DAY,0,0,106,4,3.443,2.422,2.447,N,,9,N,LPGS_13.1.0,FULL,52.62815755,123.70525102,TM_L1TP,TM,DEFINITIVE,7051,7751,7051,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_20020301_20020331_01.03,24°34'14.66"N,45°50'47.94"E,25°29'34.44"N,45°07'55.49"E,25°13'44.44"N,46°56'48.95"E,23°54'18.94"N,44°45'26.06"E,23°38'40.49"N,46°33'00.25"E,24.57074,45.84665,25.4929,45.13208,25.22901,46.94693,23.90526,44.75724,23.64458,46.55007,LT05_L1TP_166043_20020324_20180901_01_T1,LT51660432002083RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432002083RSA00
LT05_L1TP_165043_20020317_20180901_01_T1,LT51650432002076RSA00,2002/03/17,LANDSAT_5,T1,1,SAM, 165, 043,2018/09/01,2002:076:06:55:19.9924400,2002:076:06:55:47.1463100,RSA,DAY,16,16,135,4,5.09,3.8,3.386,N,,9,N,LPGS_13.1.0,FULL,50.42118424,126.48398613,TM_L1TP,TM,DEFINITIVE,7001,7711,7001,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20020301_20020331_01.03,24°33'49.54"N,47°24'24.26"E,25°29'09.28"N,46°41'31.96"E,25°13'19.34"N,48°30'25.02"E,23°53'53.77"N,46°19'02.60"E,23°38'15.36"N,48°06'36.47"E,24.56376,47.40674,25.48591,46.69221,25.22204,48.50695,23.89827,46.31739,23.6376,48.11013,LT05_L1TP_165043_20020317_20180901_01_T1,LT51650432002076RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432002076RSA00
LT05_L1TP_165043_20020301_20180901_01_T1,LT51650432002060RSA00,2002/03/01,LANDSAT_5,T1,1,SAM, 165, 043,2018/09/01,2002:060:06:55:31.2168100,2002:060:06:55:58.3675000,RSA,DAY,5,5,125,4,4.093,2.784,3.001,N,,9,N,LPGS_13.1.0,FULL,45.35847756,132.08738298,TM_L1TP,TM,DEFINITIVE,6991,7711,6991,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20020301_20020331_01.03,24°33'34.45"N,47°25'47.32"E,25°28'54.19"N,46°42'55.08"E,25°13'04.30"N,48°31'47.93"E,23°53'38.69"N,46°20'25.80"E,23°38'00.31"N,48°07'59.45"E,24.55957,47.42981,25.48172,46.7153,25.21786,48.52998,23.89408,46.3405,23.63342,48.13318,LT05_L1TP_165043_20020301_20180901_01_T1,LT51650432002060RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432002060RSA00
LT05_L1TP_166043_20020220_20180901_01_T1,LT51660432002051RSA00,2002/02/20,LANDSAT_5,T1,1,SAM, 166, 043,2018/09/01,2002:051:07:01:50.1706900,2002:051:07:02:17.3201300,RSA,DAY,0,0,204,4,4.259,2.939,3.082,N,,9,N,LPGS_13.1.0,FULL,42.68564004,134.8696927,TM_L1TP,TM,DEFINITIVE,7051,7761,7051,7761,UTM,38,WGS84,WGS84,30,30,LT05CPF_20020101_20020228_01.03,24°33'21.35"N,45°53'14.78"E,25°28'41.09"N,45°10'22.62"E,25°12'51.19"N,46°59'15.29"E,23°53'25.55"N,44°47'53.38"E,23°37'47.21"N,46°35'26.84"E,24.55593,45.88744,25.47808,45.17295,25.21422,46.98758,23.89043,44.79816,23.62978,46.59079,LT05_L1TP_166043_20020220_20180901_01_T1,LT51660432002051RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432002051RSA00
LT05_L1TP_165043_20020213_20180714_01_T1,LT51650432002044RSA00,2002/02/13,LANDSAT_5,T1,1,SAM, 165, 043,2018/07/14,2002:044:06:55:50.5080000,2002:044:06:56:17.6564400,RSA,DAY,0,0,204,4,3.481,1.999,2.85,N,,9,N,LPGS_13.1.0,FULL,40.77620877,136.90475841,TM_L1TP,TM,DEFINITIVE,7001,7721,7001,7721,UTM,38,WGS84,WGS84,30,30,LT05CPF_20020101_20020228_01.03,24°33'25.45"N,47°24'50.90"E,25°28'45.19"N,46°41'58.70"E,25°12'55.30"N,48°30'51.44"E,23°53'29.65"N,46°19'29.46"E,23°37'51.31"N,48°07'03.00"E,24.55707,47.41414,25.47922,46.69964,25.21536,48.51429,23.89157,46.32485,23.63092,48.1175,LT05_L1TP_165043_20020213_20180714_01_T1,LT51650432002044RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432002044RSA00
LT05_L1TP_166043_20020204_20180830_01_T1,LT51660432002035RSA00,2002/02/04,LANDSAT_5,T1,1,SAM, 166, 043,2018/08/30,2002:035:07:02:14.3258100,2002:035:07:02:41.4728100,RSA,DAY,4,4,87,4,4.305,3.296,2.769,N,,9,N,LPGS_13.1.0,FULL,38.60827206,139.35976069,TM_L1TP,TM,DEFINITIVE,7051,7771,7051,7771,UTM,38,WGS84,WGS84,30,30,LT05CPF_20020101_20020228_01.03,24°34'11.71"N,45°51'02.41"E,25°29'31.49"N,45°08'10.00"E,25°13'41.48"N,46°57'03.38"E,23°54'15.98"N,44°45'40.54"E,23°38'37.54"N,46°33'14.72"E,24.56992,45.85067,25.49208,45.13611,25.22819,46.95094,23.90444,44.76126,23.64376,46.55409,LT05_L1TP_166043_20020204_20180830_01_T1,LT51660432002035RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432002035RSA00
LT05_L1TP_165043_20020128_20180903_01_T1,LT51650432002028RSA00,2002/01/28,LANDSAT_5,T1,1,SAM, 165, 043,2018/09/03,2002:028:06:56:11.0530600,2002:028:06:56:38.1993100,RSA,DAY,0,0,236,4,3.178,1.755,2.65,N,,9,N,LPGS_13.1.0,FULL,37.20768099,141.14208995,TM_L1TP,TM,DEFINITIVE,7001,7721,7001,7721,UTM,38,WGS84,WGS84,30,30,LT05CPF_20020101_20020228_01.03,24°34'02.21"N,47°23'25.22"E,25°29'21.98"N,46°40'32.84"E,25°13'31.98"N,48°29'26.09"E,23°54'06.44"N,46°18'03.46"E,23°38'28.03"N,48°05'37.50"E,24.56728,47.39034,25.48944,46.67579,25.22555,48.49058,23.90179,46.30096,23.64112,48.09375,LT05_L1TP_165043_20020128_20180903_01_T1,LT51650432002028RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432002028RSA00
LT05_L1TP_166043_20020119_20180929_01_T1,LT51660432002019RSA00,2002/01/19,LANDSAT_5,T1,1,SAM, 166, 043,2018/09/29,2002:019:07:02:27.1151300,2002:019:07:02:54.2600000,RSA,DAY,0,0,198,4,4.332,3.095,3.031,N,,9,N,LPGS_13.1.0,FULL,35.81562175,143.26812751,TM_L1TP,TM,DEFINITIVE,7051,7761,7051,7761,UTM,38,WGS84,WGS84,30,30,LT05CPF_20020101_20020228_01.03,24°34'05.34"N,45°51'13.61"E,25°29'25.12"N,45°08'21.23"E,25°13'35.11"N,46°57'14.51"E,23°54'09.58"N,44°45'51.80"E,23°38'31.16"N,46°33'25.88"E,24.56815,45.85378,25.49031,45.13923,25.22642,46.95403,23.90266,44.76439,23.64199,46.55719,LT05_L1TP_166043_20020119_20180929_01_T1,LT51660432002019RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432002019RSA00
LT05_L1TP_165043_20020112_20180918_01_T1,LT51650432002012RSA00,2002/01/12,LANDSAT_5,T1,1,SAM, 165, 043,2018/09/18,2002:012:06:56:18.9868800,2002:012:06:56:46.1308100,RSA,DAY,47,47,72,4,3.882,2.571,2.908,N,,9,N,LPGS_13.1.0,FULL,35.09184001,144.77846724,TM_L1TP,TM,DEFINITIVE,6991,7711,6991,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20020101_20020228_01.03,24°33'28.08"N,47°24'39.17"E,25°28'47.82"N,46°41'46.97"E,25°12'57.92"N,48°30'39.71"E,23°53'32.28"N,46°19'17.69"E,23°37'53.94"N,48°06'51.26"E,24.5578,47.41088,25.47995,46.69638,25.21609,48.51103,23.8923,46.32158,23.63165,48.11424,LT05_L1TP_165043_20020112_20180918_01_T1,LT51650432002012RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432002012RSA00
LT05_L1TP_166043_20020103_20180918_01_T1,LT51660432002003RSA00,2002/01/03,LANDSAT_5,T1,1,SAM, 166, 043,2018/09/18,2002:003:07:02:31.0816300,2002:003:07:02:58.2247500,RSA,DAY,11,11,102,4,4.439,3.068,3.208,N,,9,N,LPGS_13.1.0,FULL,34.62304927,146.49767723,TM_L1TP,TM,DEFINITIVE,7051,7761,7051,7761,UTM,38,WGS84,WGS84,30,30,LT05CPF_20020101_20020228_01.03,24°33'32.15"N,45°53'18.20"E,25°28'51.89"N,45°10'25.97"E,25°13'01.99"N,46°59'18.78"E,23°53'36.35"N,44°47'56.69"E,23°37'58.01"N,46°35'30.34"E,24.55893,45.88839,25.48108,45.17388,25.21722,46.98855,23.89343,44.79908,23.63278,46.59176,LT05_L1TP_166043_20020103_20180918_01_T1,LT51660432002003RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432002003RSA00
LT05_L1TP_165043_20011227_20180930_01_T1,LT51650432001361RSA00,2001/12/27,LANDSAT_5,T1,1,SAM, 165, 043,2018/09/30,2001:361:06:56:31.4600600,2001:361:06:56:58.6021300,RSA,DAY,1,1,240,4,3.25,1.582,2.839,N,,9,N,LPGS_13.1.0,FULL,34.63269682,147.62581826,TM_L1TP,TM,DEFINITIVE,7001,7701,7001,7701,UTM,38,WGS84,WGS84,30,30,LT05CPF_20011001_20011231_01.03,24°33'32.11"N,47°24'34.24"E,25°28'51.85"N,46°41'42.00"E,25°13'01.96"N,48°30'34.81"E,23°53'36.31"N,46°19'12.72"E,23°37'57.97"N,48°06'46.37"E,24.55892,47.40951,25.48107,46.695,25.21721,48.50967,23.89342,46.3202,23.63277,48.11288,LT05_L1TP_165043_20011227_20180930_01_T1,LT51650432001361RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001361RSA00
LT05_L1TP_166043_20011218_20180930_01_T1,LT51660432001352RSA00,2001/12/18,LANDSAT_5,T1,1,SAM, 166, 043,2018/09/30,2001:352:07:02:51.8468100,2001:352:07:03:18.9881300,RSA,DAY,0,0,198,4,4.209,3.051,2.9,N,,9,N,LPGS_13.1.0,FULL,35.11207717,148.76758217,TM_L1TP,TM,DEFINITIVE,7051,7761,7051,7761,UTM,38,WGS84,WGS84,30,30,LT05CPF_20011001_20011231_01.03,24°34'12.76"N,45°51'08.39"E,25°29'32.53"N,45°08'15.97"E,25°13'42.53"N,46°57'09.36"E,23°54'17.03"N,44°45'46.51"E,23°38'38.58"N,46°33'20.70"E,24.57021,45.85233,25.49237,45.13777,25.22848,46.9526,23.90473,44.76292,23.64405,46.55575,LT05_L1TP_166043_20011218_20180930_01_T1,LT51660432001352RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001352RSA00
LT05_L1TP_165043_20011211_20180924_01_T1,LT51650432001345RSA00,2001/12/11,LANDSAT_5,T1,1,SAM, 165, 043,2018/09/24,2001:345:06:56:40.8635600,2001:345:06:57:08.0045000,RSA,DAY,4,4,190,4,3.384,2.006,2.725,N,,9,N,LPGS_13.1.0,FULL,35.85406853,149.3576789,TM_L1TP,TM,DEFINITIVE,7001,7701,7001,7701,UTM,38,WGS84,WGS84,30,30,LT05CPF_20011001_20011231_01.03,24°33'25.34"N,47°24'59.51"E,25°28'45.08"N,46°42'07.31"E,25°12'55.19"N,48°31'00.05"E,23°53'29.54"N,46°19'38.06"E,23°37'51.20"N,48°07'11.60"E,24.55704,47.41653,25.47919,46.70203,25.21533,48.51668,23.89154,46.32724,23.63089,48.11989,LT05_L1TP_165043_20011211_20180924_01_T1,LT51650432001345RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001345RSA00
LT05_L1TP_166043_20011202_20180924_01_T1,LT51660432001336RSA00,2001/12/02,LANDSAT_5,T1,1,SAM, 166, 043,2018/09/24,2001:336:07:02:56.6611900,2001:336:07:03:23.8006900,RSA,DAY,5,5,180,4,4.131,2.978,2.863,N,,9,N,LPGS_13.1.0,FULL,37.19514677,149.69866945,TM_L1TP,TM,DEFINITIVE,7061,7751,7061,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_20011001_20011231_01.03,24°33'59.36"N,45°52'37.27"E,25°29'19.14"N,45°09'44.93"E,25°13'29.17"N,46°58'38.14"E,23°54'03.60"N,44°47'15.50"E,23°38'25.19"N,46°34'49.51"E,24.56649,45.87702,25.48865,45.16248,25.22477,46.97726,23.901,44.78764,23.64033,46.58042,LT05_L1TP_166043_20011202_20180924_01_T1,LT51660432001336RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001336RSA00
LT05_L1TP_165043_20011125_20180705_01_T1,LT51650432001329RSA00,2001/11/25,LANDSAT_5,T1,1,SAM, 165, 043,2018/07/05,2001:329:06:56:48.6621300,2001:329:06:57:15.8009400,RSA,DAY,2,2,215,4,3.034,1.639,2.553,N,,9,N,LPGS_13.1.0,FULL,38.53238685,149.57703888,TM_L1TP,TM,DEFINITIVE,6991,7701,6991,7701,UTM,38,WGS84,WGS84,30,30,LT05CPF_20011001_20011231_01.03,24°33'21.82"N,47°25'34.64"E,25°28'41.56"N,46°42'42.48"E,25°12'51.66"N,48°31'35.15"E,23°53'26.02"N,46°20'13.24"E,23°37'47.68"N,48°07'46.74"E,24.55606,47.42629,25.47821,46.7118,25.21435,48.52643,23.89056,46.33701,23.62991,48.12965,LT05_L1TP_165043_20011125_20180705_01_T1,LT51650432001329RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001329RSA00
LT05_L1TP_166043_20011116_20180705_01_T1,LT51660432001320RSA00,2001/11/16,LANDSAT_5,T1,1,SAM, 166, 043,2018/07/05,2001:320:07:02:58.2053100,2001:320:07:03:25.3432500,RSA,DAY,0,0,147,4,6.752,6.026,3.045,N,,9,N,LPGS_13.1.0,FULL,40.53695598,148.90270279,TM_L1TP,TM,DEFINITIVE,7051,7761,7051,7761,UTM,38,WGS84,WGS84,30,30,LT05CPF_20011001_20011231_01.03,24°33'31.72"N,45°54'37.01"E,25°28'51.46"N,45°11'44.77"E,25°13'01.56"N,47°00'37.58"E,23°53'35.92"N,44°49'15.49"E,23°37'57.58"N,46°36'49.14"E,24.55881,45.91028,25.48096,45.19577,25.2171,47.01044,23.89331,44.82097,23.63266,46.61365,LT05_L1TP_166043_20011116_20180705_01_T1,LT51660432001320RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001320RSA00
LT05_L1TP_165043_20011024_20180705_01_T1,LT51650432001297RSA00,2001/10/24,LANDSAT_5,T1,1,SAM, 165, 043,2018/07/05,2001:297:06:57:05.0124400,2001:297:06:57:32.1481900,RSA,DAY,3,3,222,4,3.51,2.124,2.795,N,,9,N,LPGS_13.1.0,FULL,46.58582265,144.10613667,TM_L1TP,TM,DEFINITIVE,7001,7711,7001,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20011001_20011231_01.03,24°33'24.55"N,47°25'54.37"E,25°28'44.29"N,46°43'02.17"E,25°12'54.40"N,48°31'54.88"E,23°53'28.75"N,46°20'32.93"E,23°37'50.41"N,48°08'06.47"E,24.55682,47.43177,25.47897,46.71727,25.21511,48.53191,23.89132,46.34248,23.63067,48.13513,LT05_L1TP_165043_20011024_20180705_01_T1,LT51650432001297RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001297RSA00
LT05_L1TP_166043_20011015_20180704_01_T1,LT51660432001288RSA00,2001/10/15,LANDSAT_5,T1,1,SAM, 166, 043,2018/07/04,2001:288:07:03:23.3038100,2001:288:07:03:50.4389400,RSA,DAY,0,0,170,4,3.744,2.675,2.62,N,,9,N,LPGS_13.1.0,FULL,49.0442867,140.95128062,TM_L1TP,TM,DEFINITIVE,7051,7771,7051,7771,UTM,38,WGS84,WGS84,30,30,LT05CPF_20011001_20011231_01.03,24°33'57.64"N,45°52'30.94"E,25°29'17.41"N,45°09'38.59"E,25°13'27.44"N,46°58'31.76"E,23°54'01.87"N,44°47'09.20"E,23°38'23.46"N,46°34'43.18"E,24.56601,45.87526,25.48817,45.16072,25.22429,46.97549,23.90052,44.78589,23.63985,46.57866,LT05_L1TP_166043_20011015_20180704_01_T1,LT51660432001288RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001288RSA00
LT05_L1TP_165043_20011008_20180704_01_T1,LT51650432001281RSA00,2001/10/08,LANDSAT_5,T1,1,SAM, 165, 043,2018/07/04,2001:281:06:57:08.1819400,2001:281:06:57:35.3166900,RSA,DAY,0,0,141,4,3.985,2.26,3.282,N,,9,N,LPGS_13.1.0,FULL,50.91065148,137.97196322,TM_L1TP,TM,DEFINITIVE,7001,7721,7001,7721,UTM,38,WGS84,WGS84,30,30,LT05CPF_20011001_20011231_01.03,24°33'30.31"N,47°26'56.65"E,25°28'50.05"N,46°44'04.45"E,25°13'00.16"N,48°32'57.23"E,23°53'34.51"N,46°21'35.17"E,23°37'56.17"N,48°09'08.78"E,24.55842,47.44907,25.48057,46.73457,25.21671,48.54923,23.89292,46.35977,23.63227,48.15244,LT05_L1TP_165043_20011008_20180704_01_T1,LT51650432001281RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001281RSA00
LT05_L1TP_166043_20010913_20171214_01_T1,LT51660432001256RSA00,2001/09/13,LANDSAT_5,T1,1,SAM, 166, 043,2017/12/14,2001:256:07:03:33.4244400,2001:256:07:04:00.5571300,RSA,DAY,0,0,229,4,3.173,2.138,2.345,N,,9,N,LPGS_13.0.0,FULL,56.56691501,124.20303167,TM_L1TP,TM,DEFINITIVE,7051,7771,7051,7771,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010701_20010930_01.03,24°33'41.29"N,45°52'51.60"E,25°29'01.03"N,45°09'59.33"E,25°13'11.10"N,46°58'52.28"E,23°53'45.53"N,44°47'30.01"E,23°38'07.15"N,46°35'03.77"E,24.56147,45.881,25.48362,45.16648,25.21975,46.98119,23.89598,44.79167,23.63532,46.58438,LT05_L1TP_166043_20010913_20171214_01_T1,LT51660432001256RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001256RSA00
LT05_L1TP_165043_20010906_20170908_01_T1,LT51650432001249RSA00,2001/09/06,LANDSAT_5,T1,1,SAM, 165, 043,2017/09/08,2001:249:06:57:25.5060000,2001:249:06:57:52.6382500,RSA,DAY,0,0,184,4,4.545,3.381,3.038,N,,9,N,LPGS_12.8.4,FULL,57.78275729,119.72035095,TM_L1TP,TM,DEFINITIVE,7001,7721,7001,7721,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010701_20010930_01.03,24°33'33.48"N,47°25'19.60"E,25°28'53.22"N,46°42'27.36"E,25°13'03.32"N,48°31'20.21"E,23°53'37.72"N,46°19'58.08"E,23°37'59.34"N,48°07'31.73"E,24.5593,47.42211,25.48145,46.7076,25.21759,48.52228,23.89381,46.3328,23.63315,48.12548,LT05_L1TP_165043_20010906_20170908_01_T1,LT51650432001249RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001249RSA00
LT05_L1TP_166043_20010828_20180704_01_T1,LT51660432001240RSA00,2001/08/28,LANDSAT_5,T1,1,SAM, 166, 043,2018/07/04,2001:240:07:03:36.6351300,2001:240:07:04:03.7666900,RSA,DAY,0,0,225,4,3.679,2.681,2.52,N,,9,N,LPGS_13.1.0,FULL,59.07770201,113.8322032,TM_L1TP,TM,DEFINITIVE,7051,7751,7051,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010701_20010930_01.03,24°33'47.05"N,45°53'06.07"E,25°29'06.79"N,45°10'13.76"E,25°13'16.86"N,46°59'06.79"E,23°53'51.29"N,44°47'44.41"E,23°38'12.88"N,46°35'18.28"E,24.56307,45.88502,25.48522,45.17049,25.22135,46.98522,23.89758,44.79567,23.63691,46.58841,LT05_L1TP_166043_20010828_20180704_01_T1,LT51660432001240RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001240RSA00
