Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality, Processing Software Version,Sun Elevation L1,Sun Azimuth L1,TIRS SSM Model,Data Type Level-1,Sensor Identifier,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Bias Parameter File Name OLI,Bias Parameter File Name TIRS, Calibration Parameter File,RLUT File Name,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LC08_L1GT_012031_20150217_20170228_01_T2,LC80120312015048LGN01,2015/02/17,T2,1, 012, 031, 012, 031,NADIR,-.001,2017/02/28,2015:048:15:26:39.6690000,2015:048:15:27:11.4389960,LGN,DAY,99.99,100,-1,4,0,0,0,9,LPGS_2.7.0,32.23510075,153.01388983,FINAL,OLI_TIRS_L1GT,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20150217151711_20150217160258.01,LT8BPF20150201000000_20150228235959.02,LC08CPF_20150101_20150302_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.21"N,71°20'04.74"W,42°48'54.79"N,72°11'06.04"W,42°24'05.00"N,69°55'24.38"W,41°06'00.29"N,72°43'11.10"W,40°41'20.08"N,70°31'01.74"W,41.75978,-71.33465,42.81522,-72.18501,42.40139,-69.92344,41.10008,-72.71975,40.68891,-70.51715,LC08_L1GT_012031_20150217_20170228_01_T2,LC80120312015048LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312015048LGN01
LC08_L1TP_012031_20150201_20170301_01_T1,LC80120312015032LGN01,2015/02/01,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/01,2015:032:15:26:47.8578220,2015:032:15:27:19.6278180,LGN,DAY,8.85,9.65,262,4,9.898,6.552,7.419,9,LPGS_2.7.0,27.4578998,155.14996305,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20150201134001_20150201160354.01,LT8BPF20150201000000_20150228235959.02,LC08CPF_20150101_20150302_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.10"N,71°20'21.30"W,42°48'54.79"N,72°11'22.16"W,42°24'04.61"N,69°55'40.76"W,41°06'00.40"N,72°43'27.91"W,40°41'19.82"N,70°31'18.77"W,41.75975,-71.33925,42.81522,-72.18949,42.40128,-69.92799,41.10011,-72.72442,40.68884,-70.52188,LC08_L1TP_012031_20150201_20170301_01_T1,LC80120312015032LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312015032LGN01
LC08_L1TP_012031_20150116_20170302_01_T1,LC80120312015016LGN01,2015/01/16,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/02,2015:016:15:26:51.9652310,2015:016:15:27:23.7352280,LGN,DAY,22.15,34.59,324,4,8.789,5.43,6.911,9,LPGS_2.7.0,24.10642545,157.48585192,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15801,8011,7901,8011,7901,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20150116152058_20150116160422.02,LT8BPF20150106000000_20150131235959.03,LC08CPF_20150101_20150302_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.10"N,71°19'55.49"W,42°48'54.97"N,72°10'56.03"W,42°24'04.39"N,69°55'14.77"W,41°06'00.68"N,72°43'02.21"W,40°41'19.75"N,70°30'53.21"W,41.75975,-71.33208,42.81527,-72.18223,42.40122,-69.92077,41.10019,-72.71728,40.68882,-70.51478,LC08_L1TP_012031_20150116_20170302_01_T1,LC80120312015016LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312015016LGN01
LC08_L1TP_012031_20141231_20170302_01_T1,LC80120312014365LGN02,2014/12/31,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/02,2014:365:15:26:51.9738470,2014:365:15:27:23.7438440,LGN,DAY,24.51,34.51,398,4,8.542,5.013,6.917,9,LPGS_2.7.0,22.50321376,159.80150851,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20141231135713_20141231160422.01,LT8BPF20141222180001_20150106000000.02,LC08CPF_20141219_20141231_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.24"N,71°18'44.57"W,42°48'55.22"N,72°09'44.86"W,42°24'04.32"N,69°54'03.74"W,41°06'00.94"N,72°41'51.54"W,40°41'19.68"N,70°29'42.68"W,41.75979,-71.31238,42.81534,-72.16246,42.4012,-69.90104,41.10026,-72.69765,40.6888,-70.49519,LC08_L1TP_012031_20141231_20170302_01_T1,LC80120312014365LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014365LGN02
LC08_L1TP_012031_20141215_20170302_01_T1,LC80120312014349LGN01,2014/12/15,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/02,2014:349:15:26:57.4178750,2014:349:15:27:29.1878720,LGN,DAY,4.62,16.44,544,4,8.839,5.036,7.264,9,LPGS_2.7.0,22.7873144,161.76567817,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20141215152103_20141215160427.01,LT8BPF20141215151710_20141215160521.01,LC08CPF_20141209_20141219_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.31"N,71°19'14.66"W,42°48'54.36"N,72°10'15.06"W,42°24'03.13"N,69°54'33.30"W,41°06'00.29"N,72°42'22.07"W,40°41'18.71"N,70°30'12.64"W,41.75953,-71.32074,42.8151,-72.17085,42.40087,-69.90925,41.10008,-72.70613,40.68853,-70.50351,LC08_L1TP_012031_20141215_20170302_01_T1,LC80120312014349LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014349LGN01
LC08_L1TP_012031_20141129_20170302_01_T1,LC80120312014333LGN01,2014/11/29,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/02,2014:333:15:27:02.6887150,2014:333:15:27:34.4587110,LGN,DAY,4.07,2.63,553,4,8.865,5.208,7.174,9,LPGS_2.7.0,24.87144921,162.97989489,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15801,8011,7901,8011,7901,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20141129152109_20141129160433.02,LT8BPF20141129151715_20141129160526.02,LC08CPF_20141001_20141208_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.21"N,71°19'54.95"W,42°48'55.40"N,72°10'55.49"W,42°24'03.74"N,69°55'13.08"W,41°06'01.48"N,72°43'02.75"W,40°41'19.46"N,70°30'52.63"W,41.75978,-71.33193,42.81539,-72.18208,42.40104,-69.9203,41.10041,-72.71743,40.68874,-70.51462,LC08_L1TP_012031_20141129_20170302_01_T1,LC80120312014333LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014333LGN01
LC08_L1TP_012031_20141113_20170303_01_T1,LC80120312014317LGN01,2014/11/13,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/02,2014:317:15:27:04.4652610,2014:317:15:27:36.2352580,LGN,DAY,20.47,11.98,644,4,7.965,4.607,6.498,9,LPGS_2.7.0,28.47986937,163.12254171,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15801,8011,7901,8011,7901,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20141113152110_20141113160435.01,LT8BPF20141113151717_20141113160528.01,LC08CPF_20141001_20141208_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.39"N,71°19'55.38"W,42°48'55.73"N,72°10'55.02"W,42°24'04.03"N,69°55'13.98"W,41°06'01.58"N,72°43'02.71"W,40°41'19.54"N,70°30'53.96"W,41.75983,-71.33205,42.81548,-72.18195,42.40112,-69.92055,41.10044,-72.71742,40.68876,-70.51499,LC08_L1TP_012031_20141113_20170303_01_T1,LC80120312014317LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014317LGN01
LC08_L1TP_012031_20141028_20180130_01_T1,LC80120312014301LGN02,2014/10/28,T1,1, 012, 031, 012, 031,NADIR,-.001,2018/01/30,2014:301:15:27:01.2646120,2014:301:15:27:33.0346080,LGN,DAY,36.89,43.72,600,4,7.309,4.843,5.474,9,LPGS_13.0.0,33.19446095,161.95567489,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20141028151756_20141028160431.01,LT8BPF20141028151402_20141028160524.01,LC08CPF_20141001_20141208_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.09"N,71°18'53.32"W,42°48'54.43"N,72°09'52.63"W,42°24'02.56"N,69°54'11.88"W,41°06'00.43"N,72°42'00.76"W,40°41'18.24"N,70°29'52.30"W,41.75947,-71.31481,42.81512,-72.16462,42.40071,-69.9033,41.10012,-72.70021,40.6884,-70.49786,LC08_L1TP_012031_20141028_20180130_01_T1,LC80120312014301LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014301LGN02
LC08_L1TP_012031_20141012_20170303_01_T1,LC80120312014285LGN01,2014/10/12,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/03,2014:285:15:27:03.9537090,2014:285:15:27:35.7237050,LGN,DAY,.16,.62,658,4,7.044,4.629,5.31,9,LPGS_2.7.0,38.55270431,159.40518633,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20141012151759_20141012160410.01,LT8BPF20141012151405_20141012160503.01,LC08CPF_20141001_20141208_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.96"N,71°19'33.10"W,42°48'55.40"N,72°10'32.70"W,42°24'02.95"N,69°54'50.94"W,41°06'01.58"N,72°42'41.11"W,40°41'18.82"N,70°30'31.61"W,41.75971,-71.32586,42.81539,-72.17575,42.40082,-69.91415,41.10044,-72.71142,40.68856,-70.50878,LC08_L1TP_012031_20141012_20170303_01_T1,LC80120312014285LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014285LGN01
LC08_L1TP_012031_20140926_20180130_01_T1,LC80120312014269LGN02,2014/09/26,T1,1, 012, 031, 012, 031,NADIR,-.001,2018/01/30,2014:269:15:26:56.8876600,2014:269:15:27:28.6576560,LGN,DAY,6.1,20.39,617,4,7.085,4.434,5.526,9,LPGS_13.0.0,44.095653,155.5137163,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20140926151417_20140926160203.02,LT8BPF20140926151023_20140926160256.02,LC08CPF_20140701_20140930_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.46"N,71°17'57.41"W,42°48'56.09"N,72°08'56.72"W,42°24'03.28"N,69°53'15.11"W,41°06'02.38"N,72°41'05.64"W,40°41'19.28"N,70°28'56.28"W,41.75985,-71.29928,42.81558,-72.14909,42.40091,-69.88753,41.10066,-72.6849,40.68869,-70.4823,LC08_L1TP_012031_20140926_20180130_01_T1,LC80120312014269LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014269LGN02
LC08_L1TP_012031_20140910_20170303_01_T1,LC80120312014253LGN01,2014/09/10,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/03,2014:253:15:26:59.6326310,2014:253:15:27:31.4026270,LGN,DAY,78.86,72.16,76,4,8.977,6.084,6.601,9,LPGS_2.7.0,49.43339573,150.50521599,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20140910151420_20140910160006.02,LT8BPF20140910151026_20140910160059.02,LC08CPF_20140701_20140930_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.78"N,71°19'07.32"W,42°48'55.62"N,72°10'05.52"W,42°24'02.84"N,69°54'25.85"W,41°06'01.51"N,72°42'14.94"W,40°41'18.46"N,70°30'07.49"W,41.75966,-71.3187,42.81545,-72.1682,42.40079,-69.90718,41.10042,-72.70415,40.68846,-70.50208,LC08_L1TP_012031_20140910_20170303_01_T1,LC80120312014253LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014253LGN01
LC08_L1TP_012031_20140825_20170303_01_T1,LC80120312014237LGN01,2014/08/25,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/03,2014:237:15:26:55.5963670,2014:237:15:27:27.3663630,LGN,DAY,.06,.04,666,4,7.188,4.312,5.752,9,LPGS_2.7.0,54.2573929,144.80190291,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20140825151017_20140825153828.02,LT8BPF20140825150624_20140825153923.01,LC08CPF_20140701_20140930_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.49"N,71°18'49.21"W,42°48'55.48"N,72°09'47.30"W,42°24'02.27"N,69°54'07.31"W,41°06'01.48"N,72°41'57.16"W,40°41'17.99"N,70°29'49.38"W,41.75958,-71.31367,42.81541,-72.16314,42.40063,-69.90203,41.10041,-72.69921,40.68833,-70.49705,LC08_L1TP_012031_20140825_20170303_01_T1,LC80120312014237LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014237LGN01
LC08_L1TP_012031_20140809_20170304_01_T1,LC80120312014221LGN01,2014/08/09,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/04,2014:221:15:26:53.2040880,2014:221:15:27:24.9740840,LGN,DAY,2.83,1.65,624,4,7.563,4.744,5.89,9,LPGS_2.7.0,58.36487079,139.08974286,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20140809150839_20140809153826.01,LT8BPF20140809150445_20140809153919.01,LC08CPF_20140701_20140930_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.42"N,71°19'10.92"W,42°48'56.52"N,72°10'09.52"W,42°24'02.81"N,69°54'28.40"W,41°06'02.88"N,72°42'19.66"W,40°41'18.89"N,70°30'10.84"W,41.75984,-71.3197,42.8157,-72.16931,42.40078,-69.90789,41.1008,-72.70546,40.68858,-70.50301,LC08_L1TP_012031_20140809_20170304_01_T1,LC80120312014221LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014221LGN01
LC08_L1TP_012031_20140724_20170304_01_T1,LC80120312014205LGN01,2014/07/24,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/04,2014:205:15:26:43.4028910,2014:205:15:27:15.1728870,LGN,DAY,86.14,87.91,37,4,9.418,6.706,6.613,9,LPGS_2.7.0,61.63358442,134.30392195,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20140724150718_20140724153816.01,LT8BPF20140724150324_20140724153909.01,LC08CPF_20140701_20140930_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'33.84"N,71°17'55.00"W,42°48'55.12"N,72°08'53.09"W,42°24'01.33"N,69°53'12.62"W,41°06'01.30"N,72°41'03.62"W,40°41'17.23"N,70°28'55.31"W,41.7594,-71.29861,42.81531,-72.14808,42.40037,-69.88684,41.10036,-72.68434,40.68812,-70.48203,LC08_L1TP_012031_20140724_20170304_01_T1,LC80120312014205LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014205LGN01
LC08_L1TP_012031_20140708_20170304_01_T1,LC80120312014189LGN01,2014/07/08,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/04,2014:189:15:26:41.4490090,2014:189:15:27:13.2190050,LGN,DAY,90.17,82.48,460,4,7.931,4.865,6.264,9,LPGS_2.7.0,63.95535596,131.46214164,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20140708150740_20140708153814.01,LT8BPF20140708150346_20140708153907.01,LC08CPF_20140701_20140930_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.32"N,71°18'48.78"W,42°48'56.56"N,72°09'46.84"W,42°24'02.63"N,69°54'06.26"W,41°06'02.81"N,72°41'57.55"W,40°41'18.64"N,70°29'49.20"W,41.75981,-71.31355,42.81571,-72.16301,42.40073,-69.90174,41.10078,-72.69932,40.68851,-70.497,LC08_L1TP_012031_20140708_20170304_01_T1,LC80120312014189LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014189LGN01
LC08_L1TP_012031_20140622_20170304_01_T1,LC80120312014173LGN01,2014/06/22,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/04,2014:173:15:26:33.7221330,2014:173:15:27:05.4921290,LGN,DAY,25.9,20.38,446,4,8.22,4.753,6.707,9,LPGS_2.7.0,65.16968217,131.31970225,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20140622151354_20140622153806.01,LT8BPF20140622151000_20140622153859.01,LC08CPF_20140401_20140630_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.70"N,71°18'22.86"W,42°48'55.98"N,72°09'20.09"W,42°24'02.20"N,69°53'40.85"W,41°06'02.02"N,72°41'31.09"W,40°41'17.95"N,70°29'24.00"W,41.75964,-71.30635,42.81555,-72.15558,42.40061,-69.89468,41.10056,-72.69197,40.68832,-70.49,LC08_L1TP_012031_20140622_20170304_01_T1,LC80120312014173LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014173LGN01
LC08_L1TP_012031_20140606_20170305_01_T1,LC80120312014157LGN01,2014/06/06,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/05,2014:157:15:26:30.3550970,2014:157:15:27:02.1250930,LGN,DAY,43.27,33.58,254,4,8.247,5.226,6.38,9,LPGS_2.7.0,65.01188877,133.78292193,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20140606151351_20140606153803.02,LT8BPF20140606150957_20140606153856.02,LC08CPF_20140401_20140630_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'33.91"N,71°19'12.22"W,42°48'55.22"N,72°10'09.66"W,42°24'01.37"N,69°54'30.13"W,41°06'01.22"N,72°42'20.63"W,40°41'17.09"N,70°30'13.28"W,41.75942,-71.32006,42.81534,-72.16935,42.40038,-69.90837,41.10034,-72.70573,40.68808,-70.50369,LC08_L1TP_012031_20140606_20170305_01_T1,LC80120312014157LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014157LGN01
LC08_L1TP_012031_20140521_20170307_01_T1,LC80120312014141LGN01,2014/05/21,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/07,2014:141:15:26:21.0618090,2014:141:15:26:52.8318050,LGN,DAY,10.11,11.62,571,4,7.786,4.971,5.992,9,LPGS_2.7.0,63.2550021,137.78555184,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20140521151341_20140521153754.02,LT8BPF20140521135248_20140521153847.02,LC08CPF_20140401_20140630_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.09"N,71°18'36.04"W,42°48'55.40"N,72°09'33.62"W,42°24'01.37"N,69°53'53.59"W,41°06'01.58"N,72°41'44.45"W,40°41'17.30"N,70°29'36.67"W,41.75947,-71.31001,42.81539,-72.15934,42.40038,-69.89822,41.10044,-72.69568,40.68814,-70.49352,LC08_L1TP_012031_20140521_20170307_01_T1,LC80120312014141LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014141LGN01
LC08_L1TP_012031_20140505_20170307_01_T1,LC80120312014125LGN01,2014/05/05,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/07,2014:125:15:26:29.1823930,2014:125:15:27:00.9523890,LGN,DAY,84.91,68.15,131,4,8.715,5.921,6.396,9,LPGS_2.7.0,59.87334636,141.88166734,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20140505151525_20140505153802.01,LT8BPF20140505151131_20140505153855.01,LC08CPF_20140401_20140630_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.45"N,71°21'13.18"W,42°48'52.78"N,72°12'17.64"W,42°24'05.98"N,69°56'34.15"W,41°05'57.80"N,72°44'18.10"W,40°41'20.58"N,70°32'07.01"W,41.75957,-71.35366,42.81466,-72.2049,42.40166,-69.94282,41.09939,-72.73836,40.68905,-70.53528,LC08_L1TP_012031_20140505_20170307_01_T1,LC80120312014125LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014125LGN01
LC08_L1TP_012031_20140419_20170307_01_T1,LC80120312014109LGN01,2014/04/19,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/07,2014:109:15:26:45.4869540,2014:109:15:27:17.2569500,LGN,DAY,4.67,8.96,578,4,7.8,4.954,6.025,9,LPGS_2.7.0,55.13382887,145.32201374,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20140419151740_20140419153818.01,LT8BPF20140419151346_20140419153911.01,LC08CPF_20140401_20140630_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.31"N,71°21'12.02"W,42°48'52.60"N,72°12'16.70"W,42°24'05.51"N,69°56'32.42"W,41°05'57.91"N,72°44'17.56"W,40°41'20.40"N,70°32'05.68"W,41.75953,-71.35334,42.81461,-72.20464,42.40153,-69.94234,41.09942,-72.73821,40.689,-70.53491,LC08_L1TP_012031_20140419_20170307_01_T1,LC80120312014109LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014109LGN01
LC08_L1TP_012031_20140403_20170307_01_T1,LC80120312014093LGN01,2014/04/03,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/07,2014:093:15:27:02.5772380,2014:093:15:27:34.3472340,LGN,DAY,2.09,1.47,657,4,7.671,4.968,5.845,9,LPGS_2.7.0,49.41211528,147.86342087,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20140403151423_20140403153835.01,LT8BPF20140403151029_20140403153928.01,LC08CPF_20140401_20140630_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.06"N,71°21'30.38"W,42°48'52.52"N,72°12'33.77"W,42°24'05.54"N,69°56'51.72"W,41°05'57.41"N,72°44'35.12"W,40°41'20.00"N,70°32'25.40"W,41.75946,-71.35844,42.81459,-72.20938,42.40154,-69.9477,41.09928,-72.74309,40.68889,-70.54039,LC08_L1TP_012031_20140403_20170307_01_T1,LC80120312014093LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014093LGN01
LC08_L1TP_012031_20140318_20170306_01_T1,LC80120312014077LGN01,2014/03/18,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/06,2014:077:15:27:18.3807640,2014:077:15:27:50.1507600,LGN,DAY,12.29,7.19,580,4,7.646,5.145,5.656,9,LPGS_2.7.0,43.20398088,149.85639133,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20140318151726_20140318160112.01,LT8BPF20140318151332_20140318160205.01,LC08CPF_20140101_20140331_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.63"N,71°21'40.79"W,42°48'53.32"N,72°12'42.70"W,42°24'06.41"N,69°57'02.84"W,41°05'57.77"N,72°44'44.74"W,40°41'20.40"N,70°32'37.18"W,41.75962,-71.36133,42.81481,-72.21186,42.40178,-69.95079,41.09938,-72.74576,40.689,-70.54366,LC08_L1TP_012031_20140318_20170306_01_T1,LC80120312014077LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014077LGN01
LC08_L1GT_012031_20140302_20180130_01_T2,LC80120312014061LGN03,2014/03/02,T2,1, 012, 031, 012, 031,NADIR,-.001,2018/01/30,2014:061:15:27:26.5008650,2014:061:15:27:58.2708610,LGN,DAY,99.87,99.93,-1,4,0,0,0,9,LPGS_13.0.0,37.02887416,151.67968683,ACTUAL,OLI_TIRS_L1GT,OLI_TIRS,16021,15761,8011,7881,8011,7881,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20140302151758_20140302160408.01,LT8BPF20140302151404_20140302160501.01,LC08CPF_20140101_20140331_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.46"N,71°20'09.38"W,42°48'54.36"N,72°11'09.38"W,42°24'07.56"N,69°55'32.48"W,41°05'58.27"N,72°43'12.18"W,40°41'21.08"N,70°31'07.50"W,41.75985,-71.33594,42.8151,-72.18594,42.4021,-69.92569,41.09952,-72.72005,40.68919,-70.51875,LC08_L1GT_012031_20140302_20180130_01_T2,LC80120312014061LGN03,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014061LGN03
LC08_L1TP_012031_20140214_20170306_01_T1,LC80120312014045LGN01,2014/02/14,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/06,2014:045:15:27:41.9836410,2014:045:15:28:13.7536370,LGN,DAY,82.46,79.78,61,4,9.597,6.727,6.845,9,LPGS_2.7.0,31.41001757,153.62443281,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20140214151702_20140214160600.01,LT8BPF20140214151308_20140214160653.01,LC08CPF_20140101_20140331_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.42"N,71°20'45.13"W,42°48'54.54"N,72°11'45.67"W,42°24'06.91"N,69°56'07.19"W,41°05'58.78"N,72°43'49.01"W,40°41'20.76"N,70°31'42.89"W,41.75984,-71.34587,42.81515,-72.19602,42.40192,-69.93533,41.09966,-72.73028,40.6891,-70.52858,LC08_L1TP_012031_20140214_20170306_01_T1,LC80120312014045LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014045LGN01
