Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Scan Line Corrector,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Gap Phase Source,Gap Phase Statistic,Data Type Level-1,Sensor Identifier,Ephemeris Type,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Scan Gap Interpolation,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LE07_L1TP_012031_20180929_20180929_01_RT,LE70120312018272EDC01,2018/09/29,LANDSAT_7,OFF,RT,1,BUMPER, 012, 031,2018/09/29,2018:272:15:24:28.3340000,2018:272:15:24:55.0880000,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,1,1,235,4,3.649,2.534,2.625,9,N,LPGS_13.1.0,FULL,42.8378771,155.44183483,PCD,-3.174002,ETM_L1TP,ETM,PREDICTIVE,14721,16681,7361,8341,7361,8341,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20180701_20180930_01.06,2,41°45'42.88"N,71°21'39.24"W,42°43'15.10"N,72°14'39.95"W,42°23'23.96"N,69°57'17.39"W,41°07'11.75"N,72°44'24.50"W,40°47'49.88"N,70°30'20.20"W,41.76191,-71.3609,42.72086,-72.24443,42.38999,-69.95483,41.11993,-72.74014,40.79719,-70.50561,LE07_L1TP_012031_20180929_20180929_01_RT,LE70120312018272EDC01,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312018272EDC01
LE07_L1GT_012031_20180913_20180915_01_RT,LE70120312018256EDC00,2018/09/13,LANDSAT_7,OFF,RT,1,BUMPER, 012, 031,2018/09/15,2018:256:15:24:50.6581250,2018:256:15:25:17.4121250,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,95,90,-1,-1,,,,9,N,LPGS_13.1.0,FULL,48.23475334,150.67976852,DE,-6.989757,ETM_L1GT,ETM,DEFINITIVE,14721,16681,7361,8341,7361,8341,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20180701_20180930_01.05,2,41°45'41.04"N,71°21'50.29"W,42°43'13.37"N,72°14'48.62"W,42°23'21.88"N,69°57'27.65"W,41°07'09.77"N,72°44'33.18"W,40°47'47.98"N,70°30'30.24"W,41.7614,-71.36397,42.72038,-72.24684,42.38941,-69.95768,41.11938,-72.74255,40.79666,-70.5084,LE07_L1GT_012031_20180913_20180915_01_RT,LE70120312018256EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312018256EDC00
LE07_L1TP_012031_20180828_20180923_01_T1,LE70120312018240EDC00,2018/08/28,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2018/09/23,2018:240:15:25:11.4075620,2018:240:15:25:38.1615620,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,5,4,229,4,3.418,2.342,2.489,9,N,LPGS_13.1.0,FULL,53.18029698,145.15831855,DE,-4.816325,ETM_L1TP,ETM,DEFINITIVE,14721,16681,7361,8341,7361,8341,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20180701_20180930_01.05,2,41°45'39.74"N,71°21'50.83"W,42°43'15.74"N,72°14'45.38"W,42°23'24.43"N,69°57'26.42"W,41°07'10.88"N,72°44'32.46"W,40°47'49.13"N,70°30'31.57"W,41.76104,-71.36412,42.72104,-72.24594,42.39012,-69.95734,41.11969,-72.74235,40.79698,-70.50877,LE07_L1TP_012031_20180828_20180923_01_T1,LE70120312018240EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312018240EDC00
LE07_L1TP_012031_20180812_20180907_01_T1,LE70120312018224EDC00,2018/08/12,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2018/09/07,2018:224:15:25:30.5255000,2018:224:15:25:57.2794380,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,96,92,6,4,3.681,1.919,3.141,9,N,LPGS_13.1.0,FULL,57.45077767,139.49503199,DE,11.23804,ETM_L1TP,ETM,DEFINITIVE,14781,16701,7391,8351,7391,8351,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20180701_20180930_01.04,2,41°45'38.77"N,71°21'44.03"W,42°43'15.53"N,72°14'37.72"W,42°23'24.43"N,69°57'20.09"W,41°07'09.44"N,72°44'26.70"W,40°47'47.47"N,70°30'27.32"W,41.76077,-71.36223,42.72098,-72.24381,42.39012,-69.95558,41.11929,-72.74075,40.79652,-70.50759,LE07_L1TP_012031_20180812_20180907_01_T1,LE70120312018224EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312018224EDC00
LE07_L1TP_012031_20180727_20180822_01_T1,LE70120312018208EDC00,2018/07/27,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2018/08/22,2018:208:15:25:48.2059380,2018:208:15:26:14.9598750,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,15,23,124,4,4.236,3.225,2.747,9,N,LPGS_13.1.0,FULL,60.91946929,134.58711398,DE,-10.729566,ETM_L1TP,ETM,DEFINITIVE,14721,16661,7361,8331,7361,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20180701_20180930_01.04,2,41°45'38.05"N,71°21'24.77"W,42°43'07.10"N,72°14'22.52"W,42°23'15.50"N,69°57'05.04"W,41°07'02.75"N,72°44'07.91"W,40°47'40.67"N,70°30'08.57"W,41.76057,-71.35688,42.71864,-72.23959,42.38764,-69.9514,41.11743,-72.73553,40.79463,-70.50238,LE07_L1TP_012031_20180727_20180822_01_T1,LE70120312018208EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312018208EDC00
LE07_L1TP_012031_20180711_20180806_01_T1,LE70120312018192EDC00,2018/07/11,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2018/08/06,2018:192:15:26:04.3901250,2018:192:15:26:31.1440630,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,31,43,80,4,4.073,2.86,2.9,9,N,LPGS_13.1.0,FULL,63.47774091,131.45110573,DE,-10.854432,ETM_L1TP,ETM,DEFINITIVE,14741,16661,7371,8331,7371,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20180701_20180930_01.03,2,41°45'38.30"N,71°20'53.59"W,42°43'03.79"N,72°13'53.33"W,42°23'11.76"N,69°56'34.37"W,41°06'59.11"N,72°43'40.80"W,40°47'36.71"N,70°29'40.02"W,41.76064,-71.34822,42.71772,-72.23148,42.3866,-69.94288,41.11642,-72.728,40.79353,-70.49445,LE07_L1TP_012031_20180711_20180806_01_T1,LE70120312018192EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312018192EDC00
LE07_L1TP_012031_20180625_20180721_01_T1,LE70120312018176EDC00,2018/06/25,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2018/07/21,2018:176:15:26:23.8557500,2018:176:15:26:50.6096870,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,36,48,63,4,4.39,3.345,2.843,9,N,LPGS_13.1.0,FULL,64.97172377,130.92910095,DE,-4.97039,ETM_L1TP,ETM,DEFINITIVE,14721,16681,7361,8341,7361,8341,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20180401_20180630_01.08,2,41°45'37.40"N,71°21'20.66"W,42°43'11.50"N,72°14'17.38"W,42°23'18.85"N,69°56'56.83"W,41°07'08.33"N,72°44'04.88"W,40°47'45.56"N,70°30'02.38"W,41.76039,-71.35574,42.71986,-72.23816,42.38857,-69.94912,41.11898,-72.73469,40.79599,-70.50066,LE07_L1TP_012031_20180625_20180721_01_T1,LE70120312018176EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312018176EDC00
LE07_L1TP_012031_20180609_20180705_01_T1,LE70120312018160EDC00,2018/06/09,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2018/07/05,2018:160:15:26:41.8301250,2018:160:15:27:08.5840620,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,62,62,160,4,4.708,3.335,3.323,9,N,LPGS_13.1.0,FULL,65.15387719,133.1307471,DE,9.718824,ETM_L1TP,ETM,DEFINITIVE,14801,16701,7401,8351,7401,8351,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20180401_20180630_01.07,2,41°45'38.41"N,71°21'32.15"W,42°43'10.52"N,72°14'30.19"W,42°23'18.13"N,69°57'08.82"W,41°07'06.49"N,72°44'18.20"W,40°47'43.26"N,70°30'15.05"W,41.76067,-71.35893,42.71959,-72.24172,42.38837,-69.95245,41.11847,-72.73839,40.79535,-70.50418,LE07_L1TP_012031_20180609_20180705_01_T1,LE70120312018160EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312018160EDC00
LE07_L1TP_012031_20180524_20180619_01_T1,LE70120312018144EDC00,2018/05/24,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2018/06/19,2018:144:15:26:57.9396870,2018:144:15:27:24.6936250,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,1,13,191,4,3.86,2.666,2.791,9,N,LPGS_13.1.0,FULL,63.75935814,137.12184195,DE,-6.243891,ETM_L1TP,ETM,DEFINITIVE,14741,16681,7371,8341,7371,8341,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20180401_20180630_01.05,2,41°45'38.05"N,71°21'19.30"W,42°43'10.99"N,72°14'16.44"W,42°23'18.71"N,69°56'56.15"W,41°07'06.17"N,72°44'04.52"W,40°47'42.90"N,70°30'02.48"W,41.76057,-71.35536,42.71972,-72.2379,42.38853,-69.94893,41.11838,-72.73459,40.79525,-70.50069,LE07_L1TP_012031_20180524_20180619_01_T1,LE70120312018144EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312018144EDC00
LE07_L1TP_012031_20180508_20180604_01_T1,LE70120312018128EDC00,2018/05/08,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2018/06/04,2018:128:15:27:12.1255625,2018:128:15:27:38.8795000,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,5,34,128,4,4.134,2.816,3.026,9,N,LPGS_13.1.0,FULL,60.71111793,141.43785019,DE,1.935371,ETM_L1TP,ETM,DEFINITIVE,14721,16661,7361,8331,7361,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20180401_20180630_01.05,2,41°45'37.26"N,71°20'48.55"W,42°43'12.00"N,72°13'41.38"W,42°23'19.64"N,69°56'23.64"W,41°07'09.12"N,72°43'29.24"W,40°47'46.50"N,70°29'29.40"W,41.76035,-71.34682,42.72,-72.22816,42.38879,-69.9399,41.1192,-72.72479,40.79625,-70.4915,LE07_L1TP_012031_20180508_20180604_01_T1,LE70120312018128EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312018128EDC00
LE07_L1TP_012031_20180422_20180519_01_T1,LE70120312018112EDC00,2018/04/22,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2018/05/19,2018:112:15:27:30.3845000,2018:112:15:27:57.1384375,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,0,0,121,4,4.66,3.017,3.552,9,N,LPGS_13.1.0,FULL,56.20187414,145.01406413,DE,-1.483315,ETM_L1TP,ETM,DEFINITIVE,14801,16681,7401,8341,7401,8341,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20180401_20180630_01.04,2,41°45'36.32"N,71°21'19.15"W,42°42'58.86"N,72°14'17.70"W,42°23'07.01"N,69°57'01.84"W,41°06'55.04"N,72°44'04.49"W,40°47'32.39"N,70°30'06.66"W,41.76009,-71.35532,42.71635,-72.23825,42.38528,-69.95051,41.11529,-72.73458,40.79233,-70.50185,LE07_L1TP_012031_20180422_20180519_01_T1,LE70120312018112EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312018112EDC00
LE07_L1GT_012031_20180406_20180503_01_T2,LE70120312018096EDC00,2018/04/06,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2018/05/03,2018:096:15:27:46.4683125,2018:096:15:28:13.2223124,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,-1,-1,,,,9,N,LPGS_13.0.1,FULL,50.62303675,147.68749901,DE,-15.29374,ETM_L1GT,ETM,DEFINITIVE,14721,16661,7361,8331,7361,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20180401_20180630_01.03,2,41°45'36.90"N,71°21'29.95"W,42°43'02.28"N,72°14'26.81"W,42°23'09.96"N,69°57'10.80"W,41°06'57.92"N,72°44'16.26"W,40°47'34.87"N,70°30'18.36"W,41.76025,-71.35832,42.7173,-72.24078,42.3861,-69.953,41.11609,-72.73785,40.79302,-70.5051,LE07_L1GT_012031_20180406_20180503_01_T2,LE70120312018096EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312018096EDC00
LE07_L1GT_012031_20180321_20180417_01_T2,LE70120312018080EDC00,2018/03/21,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2018/04/17,2018:080:15:28:00.6103750,2018:080:15:28:27.3643125,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,-1,-1,,,,9,N,LPGS_13.0.1,FULL,44.46178565,149.71879457,DE,1.247329,ETM_L1GT,ETM,DEFINITIVE,14781,16681,7391,8341,7391,8341,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20180101_20180331_01.08,2,41°45'34.92"N,71°21'26.68"W,42°43'02.42"N,72°14'22.34"W,42°23'09.64"N,69°57'04.61"W,41°06'58.90"N,72°44'12.55"W,40°47'35.23"N,70°30'13.03"W,41.7597,-71.35741,42.71734,-72.23954,42.38601,-69.95128,41.11636,-72.73682,40.79312,-70.50362,LE07_L1GT_012031_20180321_20180417_01_T2,LE70120312018080EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312018080EDC00
LE07_L1GT_012031_20180305_20180401_01_T2,LE70120312018064EDC00,2018/03/05,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2018/04/01,2018:064:15:28:12.7178750,2018:064:15:28:39.4718124,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,-1,-1,,,,9,N,LPGS_13.0.1,FULL,38.23725621,151.53251336,DE,-15.055264,ETM_L1GT,ETM,DEFINITIVE,14721,16661,7361,8331,7361,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20180101_20180331_01.07,2,41°45'33.37"N,71°21'03.56"W,42°42'58.79"N,72°14'03.62"W,42°23'05.06"N,69°56'44.05"W,41°06'56.12"N,72°43'50.41"W,40°47'31.78"N,70°29'48.95"W,41.75927,-71.35099,42.71633,-72.23434,42.38474,-69.94557,41.11559,-72.73067,40.79216,-70.49693,LE07_L1GT_012031_20180305_20180401_01_T2,LE70120312018064EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312018064EDC00
LE07_L1TP_012031_20180217_20180315_01_T1,LE70120312018048EDC00,2018/02/17,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2018/03/15,2018:048:15:28:22.9832500,2018:048:15:28:49.7372499,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,2,1,210,4,4.431,3.274,2.986,9,N,LPGS_13.0.1,FULL,32.46664216,153.41779168,DE,11.410372,ETM_L1TP,ETM,DEFINITIVE,14781,16681,7391,8341,7391,8341,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20180101_20180331_01.05,2,41°45'31.79"N,71°20'31.34"W,42°43'05.59"N,72°13'26.69"W,42°23'10.79"N,69°56'05.71"W,41°07'01.31"N,72°43'17.36"W,40°47'36.38"N,70°29'14.46"W,41.75883,-71.34204,42.71822,-72.22408,42.38633,-69.93492,41.11703,-72.72149,40.79344,-70.48735,LE07_L1TP_012031_20180217_20180315_01_T1,LE70120312018048EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312018048EDC00
LE07_L1TP_012031_20180201_20180227_01_T1,LE70120312018032EDC00,2018/02/01,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2018/02/27,2018:032:15:28:34.3163125,2018:032:15:29:01.0702500,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,38,4,10.15,8.075,6.15,9,N,LPGS_13.0.1,FULL,27.66260978,155.54024073,DE,-3.783506,ETM_L1TP,ETM,DEFINITIVE,14721,16661,7361,8331,7361,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20180101_20180331_01.04,2,41°45'30.46"N,71°20'33.14"W,42°43'06.46"N,72°13'26.87"W,42°23'11.76"N,69°56'06.83"W,41°07'02.60"N,72°43'18.41"W,40°47'37.10"N,70°29'16.51"W,41.75846,-71.34254,42.71846,-72.22413,42.3866,-69.93523,41.11739,-72.72178,40.79364,-70.48792,LE07_L1TP_012031_20180201_20180227_01_T1,LE70120312018032EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312018032EDC00
LE07_L1TP_012031_20180116_20180211_01_T1,LE70120312018016EDC00,2018/01/16,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2018/02/11,2018:016:15:28:50.0844999,2018:016:15:29:16.8384375,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,90,77,56,4,7.236,5.474,4.733,9,N,LPGS_13.0.1,FULL,24.27830503,157.86930666,DE,-12.836466,ETM_L1TP,ETM,DEFINITIVE,14801,16681,7401,8341,7401,8341,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20180101_20180331_01.03,2,41°45'27.94"N,71°21'57.17"W,42°42'54.25"N,72°14'54.78"W,42°22'59.27"N,69°57'36.50"W,41°06'50.80"N,72°44'42.58"W,40°47'25.40"N,70°30'42.26"W,41.75776,-71.36588,42.71507,-72.24855,42.38313,-69.96014,41.11411,-72.74516,40.79039,-70.51174,LE07_L1TP_012031_20180116_20180211_01_T1,LE70120312018016EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312018016EDC00
LE07_L1TP_012031_20171231_20180126_01_T1,LE70120312017365EDC00,2017/12/31,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2018/01/26,2017:365:15:29:03.7736874,2017:365:15:29:30.5276249,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,6,6,185,4,4.596,3.293,3.206,9,N,LPGS_13.0.0,FULL,22.63383458,160.20121047,DE,.889117,ETM_L1TP,ETM,DEFINITIVE,14721,16661,7361,8331,7361,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20171001_20171231_01.07,2,41°45'28.22"N,71°23'05.50"W,42°42'58.64"N,72°16'00.08"W,42°23'03.44"N,69°58'42.92"W,41°06'59.33"N,72°45'47.56"W,40°47'32.82"N,70°31'48.43"W,41.75784,-71.38486,42.71629,-72.26669,42.38429,-69.97859,41.11648,-72.76321,40.79245,-70.53012,LE07_L1TP_012031_20171231_20180126_01_T1,LE70120312017365EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017365EDC00
LE07_L1TP_012031_20171215_20180110_01_T1,LE70120312017349EDC00,2017/12/15,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2018/01/10,2017:349:15:29:15.1276249,2017:349:15:29:41.8815624,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,97,15,4,5.724,4.72,3.239,9,N,LPGS_13.0.0,FULL,22.87740849,162.19264319,DE,-10.387336,ETM_L1TP,ETM,DEFINITIVE,14741,16661,7371,8331,7371,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20171001_20171231_01.07,2,41°45'26.17"N,71°23'58.92"W,42°42'58.18"N,72°16'51.60"W,42°23'02.69"N,69°59'34.69"W,41°06'53.82"N,72°46'44.29"W,40°47'27.74"N,70°32'45.49"W,41.75727,-71.3997,42.71616,-72.281,42.38408,-69.99297,41.11495,-72.77897,40.79104,-70.54597,LE07_L1TP_012031_20171215_20180110_01_T1,LE70120312017349EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017349EDC00
LE07_L1TP_012031_20171129_20171225_01_T1,LE70120312017333EDC00,2017/11/29,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/12/25,2017:333:15:29:23.7881875,2017:333:15:29:50.5421249,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,31,52,84,4,4.218,3.168,2.785,9,N,LPGS_13.0.0,FULL,24.93093213,163.45938972,DE,-2.600367,ETM_L1TP,ETM,DEFINITIVE,14801,16681,7401,8341,7401,8341,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20171001_20171231_01.06,2,41°45'26.46"N,71°24'23.00"W,42°42'52.09"N,72°17'18.13"W,42°22'56.32"N,70°00'00.29"W,41°06'48.74"N,72°47'11.69"W,40°47'22.27"N,70°33'11.99"W,41.75735,-71.40639,42.71447,-72.28837,42.38231,-70.00008,41.11354,-72.78658,40.78952,-70.55333,LE07_L1TP_012031_20171129_20171225_01_T1,LE70120312017333EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017333EDC00
LE07_L1GT_012031_20171113_20171210_01_T2,LE70120312017317EDC00,2017/11/13,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2017/12/10,2017:317:15:29:29.3841874,2017:317:15:29:56.1381249,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,-1,-1,,,,9,N,LPGS_13.0.0,FULL,28.51885441,163.66768853,DE,13.711473,ETM_L1GT,ETM,DEFINITIVE,14721,16661,7361,8331,7361,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20171001_20171231_01.04,2,41°45'25.31"N,71°24'14.22"W,42°42'50.90"N,72°17'11.26"W,42°22'54.44"N,69°59'51.72"W,41°06'48.64"N,72°47'03.91"W,40°47'21.73"N,70°33'02.45"W,41.75703,-71.40395,42.71414,-72.28646,42.38179,-69.9977,41.11351,-72.78442,40.78937,-70.55068,LE07_L1GT_012031_20171113_20171210_01_T2,LE70120312017317EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017317EDC00
LE07_L1TP_012031_20171028_20171123_01_T1,LE70120312017301EDC00,2017/10/28,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/11/23,2017:301:15:29:31.7008124,2017:301:15:29:58.4547499,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,23,17,64,4,4.439,3.634,2.549,9,N,LPGS_13.0.0,FULL,33.22717988,162.58987894,DE,14.697681,ETM_L1TP,ETM,DEFINITIVE,14801,16701,7401,8351,7401,8351,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20171001_20171231_01.04,2,41°45'25.02"N,71°23'32.03"W,42°43'02.06"N,72°16'25.54"W,42°23'05.35"N,69°59'04.34"W,41°06'59.04"N,72°46'19.38"W,40°47'31.74"N,70°32'16.30"W,41.75695,-71.39223,42.71724,-72.27376,42.38482,-69.98454,41.1164,-72.77205,40.79215,-70.53786,LE07_L1TP_012031_20171028_20171123_01_T1,LE70120312017301EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017301EDC00
LE07_L1TP_012031_20171012_20171109_01_T1,LE70120312017285EDC00,2017/10/12,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/11/09,2017:285:15:29:30.9560625,2017:285:15:29:57.7100000,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,5,14,178,4,3.298,2.339,2.325,9,N,LPGS_13.0.0,FULL,38.60381341,160.13383035,DE,-3.225689,ETM_L1TP,ETM,DEFINITIVE,14741,16661,7371,8331,7371,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20171001_20171231_01.03,2,41°45'23.33"N,71°22'14.20"W,42°42'49.90"N,72°15'11.27"W,42°22'52.90"N,69°57'50.76"W,41°06'47.09"N,72°45'03.06"W,40°47'19.82"N,70°31'00.48"W,41.75648,-71.37061,42.71386,-72.25313,42.38136,-69.9641,41.11308,-72.75085,40.78884,-70.5168,LE07_L1TP_012031_20171012_20171109_01_T1,LE70120312017285EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017285EDC00
LE07_L1TP_012031_20170926_20171022_01_T1,LE70120312017269EDC00,2017/09/26,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/10/22,2017:269:15:29:28.7454999,2017:269:15:29:55.4994374,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,28,39,157,4,3.718,2.684,2.573,9,N,LPGS_13.0.0,FULL,44.17583596,156.34565467,DE,2.972721,ETM_L1TP,ETM,DEFINITIVE,14801,16681,7401,8341,7401,8341,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20170701_20170930_01.08,2,41°45'22.75"N,71°20'48.19"W,42°42'59.80"N,72°13'41.38"W,42°23'02.54"N,69°56'21.91"W,41°06'56.74"N,72°43'33.78"W,40°47'29.22"N,70°29'32.24"W,41.75632,-71.34672,42.71661,-72.22816,42.38404,-69.93942,41.11576,-72.72605,40.79145,-70.49229,LE07_L1TP_012031_20170926_20171022_01_T1,LE70120312017269EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017269EDC00
LE07_L1TP_012031_20170910_20171006_01_T1,LE70120312017253EDC01,2017/09/10,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/10/06,2017:253:15:29:29.2234375,2017:253:15:29:55.9773750,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,12,8,124,4,3.626,2.766,2.344,9,N,LPGS_12.8.4,FULL,49.56061828,151.43829273,DE,9.657068,ETM_L1TP,ETM,DEFINITIVE,14801,16681,7401,8341,7401,8341,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20170701_20170930_01.08,2,41°45'21.92"N,71°20'16.84"W,42°43'01.06"N,72°13'08.51"W,42°23'04.09"N,69°55'51.13"W,41°06'56.92"N,72°43'01.49"W,40°47'29.22"N,70°29'02.11"W,41.75609,-71.33801,42.71696,-72.21903,42.38447,-69.93087,41.11581,-72.71708,40.79145,-70.48392,LE07_L1TP_012031_20170910_20171006_01_T1,LE70120312017253EDC01,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017253EDC01
LE07_L1TP_012031_20170825_20170920_01_T1,LE70120312017237EDC00,2017/08/25,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/09/20,2017:237:15:29:30.2916250,2017:237:15:29:57.0455625,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,10,12,152,4,3.923,2.339,3.15,9,N,LPGS_12.8.4,FULL,54.4414642,145.8150563,DE,-4.955356,ETM_L1TP,ETM,DEFINITIVE,14781,16661,7391,8331,7391,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20170701_20170930_01.06,2,41°45'21.56"N,71°20'07.80"W,42°42'46.55"N,72°13'02.68"W,42°22'49.30"N,69°55'46.49"W,41°06'44.82"N,72°42'58.39"W,40°47'17.02"N,70°29'00.10"W,41.75599,-71.3355,42.71293,-72.21741,42.38036,-69.92958,41.11245,-72.71622,40.78806,-70.48336,LE07_L1TP_012031_20170825_20170920_01_T1,LE70120312017237EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017237EDC00
